epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,1075.71,1.55545,1.29406,1.47266,0.89037,0.72733,0.7983,0.41069,1.61716,1.04039,1.45275,0.0011684,0.0011684,0.0011684
44,1100.28,1.48777,1.22101,1.41711,0.82741,0.78715,0.80894,0.40941,1.68627,1.07528,1.54606,0.0011486,0.0011486,0.0011486
45,1124.9,1.50719,1.27473,1.44059,0.78893,0.79104,0.8443,0.43506,1.64278,1.00208,1.55265,0.0011288,0.0011288,0.0011288
46,1149.76,1.47946,1.21625,1.40056,0.81778,0.80382,0.83867,0.42031,1.68356,1.00161,1.56404,0.001109,0.001109,0.001109
47,1174.95,1.4892,1.21917,1.40167,0.80305,0.76119,0.81432,0.41429,1.67546,1.10495,1.54864,0.0010892,0.0010892,0.0010892
48,1199.33,1.47971,1.20657,1.44104,0.76741,0.71642,0.78845,0.42869,1.65797,0.98899,1.47116,0.0010694,0.0010694,0.0010694
49,1224.24,1.48138,1.16094,1.41414,0.78461,0.76119,0.82352,0.41763,1.63766,0.981,1.49976,0.0010496,0.0010496,0.0010496
50,1248.68,1.47858,1.18071,1.42823,0.85899,0.73134,0.82052,0.41779,1.69083,1.00329,1.55046,0.0010298,0.0010298,0.0010298
51,1273.66,1.40716,1.10783,1.37689,0.83301,0.74459,0.82457,0.42804,1.73926,0.96261,1.60008,0.00101,0.00101,0.00101
52,1298.36,1.42667,1.1577,1.35028,0.81901,0.76119,0.83827,0.45135,1.62338,1.01072,1.46285,0.0009902,0.0009902,0.0009902
53,1323.49,1.39412,1.14628,1.36149,0.81419,0.80597,0.80955,0.42211,1.6671,1.02581,1.49023,0.0009704,0.0009704,0.0009704
54,1347.93,1.41188,1.13901,1.3754,0.85962,0.74627,0.8052,0.42893,1.63222,0.96263,1.46328,0.0009506,0.0009506,0.0009506
55,1372.77,1.43188,1.20114,1.38981,0.7829,0.71642,0.79072,0.44571,1.63826,0.92352,1.44408,0.0009308,0.0009308,0.0009308
56,1397.7,1.40287,1.11678,1.3628,0.81514,0.79104,0.80792,0.43211,1.59795,0.95538,1.46493,0.000911,0.000911,0.000911
57,1422.1,1.431,1.18995,1.39038,0.74854,0.80597,0.796,0.41637,1.70821,0.93152,1.55165,0.0008912,0.0008912,0.0008912
58,1446.88,1.39273,1.11767,1.36068,0.73097,0.80597,0.79822,0.42931,1.69631,0.93937,1.5401,0.0008714,0.0008714,0.0008714
59,1471.38,1.34438,1.06626,1.32283,0.78867,0.73134,0.82846,0.42622,1.65027,0.91395,1.49782,0.0008516,0.0008516,0.0008516
60,1496.24,1.34268,1.06689,1.3385,0.75486,0.87328,0.86852,0.45578,1.66841,0.87386,1.55102,0.0008318,0.0008318,0.0008318
