epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,1043.21,1.10835,0.81003,1.10244,0.83066,0.8209,0.8497,0.41894,1.71456,0.86796,1.49482,0.0004556,0.0004556,0.0004556
80,1056.52,1.13096,0.83254,1.11533,0.82882,0.80597,0.8444,0.44661,1.67867,0.85628,1.50492,0.0004358,0.0004358,0.0004358
81,1069.98,1.09645,0.80146,1.11249,0.81216,0.73134,0.7763,0.42863,1.69258,0.8778,1.50096,0.000416,0.000416,0.000416
82,1083.16,1.09028,0.81769,1.09852,0.84873,0.76119,0.82526,0.45514,1.63741,0.91351,1.43146,0.0003962,0.0003962,0.0003962
83,1096.51,1.08549,0.76409,1.08945,0.85639,0.80112,0.84392,0.45149,1.7074,0.89476,1.48731,0.0003764,0.0003764,0.0003764
84,1109.71,1.05425,0.79018,1.08381,0.83935,0.77612,0.83711,0.45164,1.72968,0.86979,1.53916,0.0003566,0.0003566,0.0003566
85,1122.84,1.07004,0.76436,1.09244,0.81573,0.79289,0.83762,0.44517,1.72079,0.86597,1.54376,0.0003368,0.0003368,0.0003368
86,1136.1,1.08521,0.77642,1.11611,0.85331,0.78147,0.82405,0.45023,1.68865,0.90278,1.53725,0.000317,0.000317,0.000317
87,1149.18,1.08158,0.78098,1.08415,0.88499,0.80399,0.84013,0.46942,1.69976,0.87369,1.50645,0.0002972,0.0002972,0.0002972
88,1161.63,1.07523,0.7965,1.09818,0.87422,0.80597,0.81993,0.44554,1.73057,0.88748,1.49767,0.0002774,0.0002774,0.0002774
89,1174.58,1.04188,0.75738,1.086,0.85764,0.80597,0.82,0.44328,1.69052,0.87223,1.54486,0.0002576,0.0002576,0.0002576
90,1187.23,1.08154,0.77653,1.10556,0.85154,0.85612,0.85639,0.44127,1.67461,0.83789,1.49224,0.0002378,0.0002378,0.0002378
91,1202.07,1.01312,0.70958,1.06611,0.87812,0.79104,0.82206,0.44843,1.69545,0.87211,1.49987,0.000218,0.000218,0.000218
92,1214.65,1.02005,0.71387,1.09362,0.89726,0.80597,0.87039,0.47143,1.59712,0.8517,1.50085,0.0001982,0.0001982,0.0001982
93,1227.44,0.93721,0.64322,1.03482,0.8367,0.79104,0.83077,0.46739,1.60426,0.8527,1.49454,0.0001784,0.0001784,0.0001784
94,1240.32,0.96683,0.65485,1.05114,0.81251,0.84088,0.86383,0.46731,1.65532,0.85663,1.51507,0.0001586,0.0001586,0.0001586
95,1253.12,0.94744,0.65905,1.03282,0.86338,0.79104,0.86439,0.46382,1.68587,0.8471,1.53164,0.0001388,0.0001388,0.0001388
96,1265.75,0.94804,0.67796,1.04372,0.86749,0.80597,0.85202,0.46666,1.62268,0.82759,1.52832,0.000119,0.000119,0.000119
97,1278.62,0.94731,0.64062,1.04109,0.855,0.80597,0.84552,0.44858,1.67204,0.86203,1.5367,9.92e-05,9.92e-05,9.92e-05
98,1291.32,0.94931,0.64681,1.04307,0.84555,0.81713,0.84404,0.46525,1.69867,0.8713,1.54999,7.94e-05,7.94e-05,7.94e-05
99,1303.83,0.92007,0.64468,1.042,0.87263,0.8181,0.86644,0.46269,1.67439,0.8498,1.55865,5.96e-05,5.96e-05,5.96e-05
100,1315.85,0.93303,0.63727,1.04236,0.8684,0.83582,0.87464,0.46063,1.69462,0.86217,1.545,3.98e-05,3.98e-05,3.98e-05
