epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,897.23,0.33777,0.27032,0.85234,0.9766,0.95638,0.97423,0.91713,0.53228,0.36273,0.95067,0.00021471,0.00021471,0.00021471
90,907.683,0.35408,0.28543,0.85986,0.97288,0.95912,0.97383,0.91683,0.53369,0.36566,0.9509,0.000198206,0.000198206,0.000198206
91,919.536,0.32966,0.26322,0.84348,0.97607,0.95851,0.97427,0.9164,0.53736,0.3561,0.9481,0.000181703,0.000181703,0.000181703
92,928.144,0.34068,0.27761,0.85356,0.97575,0.96077,0.9739,0.91682,0.53315,0.34909,0.95122,0.0001652,0.0001652,0.0001652
93,938.249,0.32618,0.24978,0.84811,0.98009,0.96036,0.97379,0.91629,0.53192,0.35061,0.9485,0.000148696,0.000148696,0.000148696
94,947.977,0.34895,0.26389,0.8635,0.97944,0.95982,0.973,0.91617,0.52856,0.34848,0.94623,0.000132193,0.000132193,0.000132193
95,956.532,0.31675,0.2582,0.84575,0.97987,0.95892,0.97355,0.91593,0.52683,0.34543,0.9475,0.00011569,0.00011569,0.00011569
96,966.546,0.30017,0.23255,0.8347,0.97541,0.95838,0.97359,0.91489,0.53637,0.34892,0.9488,9.91865e-05,9.91865e-05,9.91865e-05
97,976.441,0.31935,0.24708,0.84202,0.97445,0.96228,0.97459,0.91643,0.52835,0.34231,0.94722,8.26832e-05,8.26832e-05,8.26832e-05
98,984.994,0.3359,0.27153,0.85969,0.97621,0.95508,0.97355,0.91647,0.53024,0.34696,0.94569,6.61799e-05,6.61799e-05,6.61799e-05
99,994.902,0.31692,0.24383,0.84774,0.9754,0.95828,0.97293,0.91581,0.5267,0.3456,0.94521,4.96766e-05,4.96766e-05,4.96766e-05
100,1004.94,0.35107,0.28157,0.87758,0.97859,0.95802,0.97315,0.9159,0.52172,0.34171,0.94474,3.31733e-05,3.31733e-05,3.31733e-05
